,Company,TypeName,Inches,Ram,OpSys,Weight (kg),Price_euros,Brand,Resolution,Pixel Width,Pixel Height,Total Pixels,Pixel Density,IPS Panel,Touchscreen,Cpu Clock Speed (GHz),Cpu Brand,Simple Cpu Brand,Cpu Company,Memory Type,HDD Memory (GB),Hybrid Memory (GB),Flash Memory (GB),SSD Memory (GB),Total Memory (GB),Gpu Brand,Simple Gpu Brand,Gpu Company,Simple OpSys
1286,Lenovo,Notebook,14.0,2GB,Windows 10,1.5,229.0,IDEAPAD,1366 x 768,1366,768,1049088,111.93520355955211,False,False,1.6,Intel Celeron Dual Core,Intel Other,Intel,Flash,0,0,64,0,64,Intel HD Graphics,Intel HD,Intel,Windows
668,Toshiba,Notebook,15.6,8GB,Windows 10,2.0,1258.0,TECRA,1920 x 1080,1920,1080,2073600,141.21199808219862,True,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
253,Lenovo,2 in 1 Convertible,13.9,8GB,Windows 10,1.37,1849.0,YOGA,1920 x 1080,1920,1080,2073600,158.48253022174808,True,True,1.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Intel UHD Graphics,Intel UHD,Intel,Windows
1132,Asus,Notebook,14.0,4GB,Windows 10,1.5,278.0,VIVOBOOK,1366 x 768,1366,768,1049088,111.93520355955211,False,False,1.1,Intel Celeron Dual Core,Intel Other,Intel,Flash,0,0,32,0,32,Intel HD Graphics,Intel HD,Intel,Windows
724,MSI,Gaming,17.3,8GB,Windows 10,2.7,1348.48,GL,1920 x 1080,1920,1080,2073600,127.33567457123111,False,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,128,1128,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
900,Dell,2 in 1 Convertible,13.3,8GB,Windows 10,1.24,2013.1,XPS,3200 x 1800,3200,1800,5760000,276.053530085501,False,True,1.3,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Intel HD Graphics,Intel HD,Intel,Windows
688,HP,Notebook,17.3,6GB,Windows 10,2.65,569.0,PAVILION,1920 x 1080,1920,1080,2073600,127.33567457123111,True,False,2.4,AMD A10-Series,AMD,AMD,HDD,2000,0,0,0,2000,AMD Radeon R7,AMD Radeon,AMD,Windows
959,Acer,2 in 1 Convertible,11.6,4GB,Chrome OS,1.25,389.0,CHROMEBOOK,1366 x 768,1366,768,1049088,135.0942111925629,True,True,1.6,Intel Celeron Dual Core,Intel Other,Intel,Flash,0,0,32,0,32,Intel HD Graphics,Intel HD,Intel,Other
548,HP,Notebook,15.6,4GB,Windows 10,1.86,397.0,250,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.0,Intel Core i3,Intel Core i3,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
264,Dell,Notebook,15.6,8GB,Windows 10,2.24,565.0,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,Intel Core i5,Intel Core i5,Intel,HDD,1000,0,0,0,1000,AMD Radeon R5,AMD Radeon,AMD,Windows
363,HP,Notebook,15.6,8GB,Windows 10,1.86,639.0,250,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,Intel Core i5,Intel Core i5,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
1175,Asus,Notebook,14.0,4GB,Windows 10,2.0,769.0,ZENBOOK,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.4,Intel Core i3,Intel Core i3,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
101,HP,Notebook,15.6,4GB,Windows 10,2.1,349.0,PAVILION,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,1.5,AMD E-Series,AMD,AMD,HDD,500,0,0,0,500,AMD Radeon R2,AMD Radeon,AMD,Windows
968,Dell,Gaming,17.3,32GB,Windows 10,4.42,3149.0,ALIENWARE,1920 x 1080,1920,1080,2073600,127.33567457123111,True,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,256,1256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
867,Lenovo,2 in 1 Convertible,13.3,8GB,Windows 10,1.37,1950.0,THINKPAD,1920 x 1080,1920,1080,2073600,165.6321180513006,True,True,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
991,HP,Notebook,15.6,4GB,Windows 10,2.1,499.0,PAVILION,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.0,Intel Core i3,Intel Core i3,Intel,Hybrid,1000,0,0,128,1128,AMD Radeon,AMD Radeon,AMD,Windows
1253,Lenovo,Notebook,14.0,8GB,Windows 10,1.9,1072.0,THINKPAD,1920 x 1080,1920,1080,2073600,157.3505121487356,True,False,2.3,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
911,HP,Ultrabook,12.5,8GB,Windows 10,1.09,3100.0,ELITEBOOK,3840 x 2160,3840,2160,8294400,352.4651472131677,False,True,1.2,Intel Core M,Intel Higher,Intel,SSD,0,0,0,240,240,Intel HD Graphics,Intel HD,Intel,Windows
315,Dell,Notebook,15.6,8GB,Windows 10,2.33,844.0,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,1.6,Intel Core i5,Intel Core i5,Intel,Hybrid,1000,0,0,128,1128,AMD Radeon,AMD Radeon,AMD,Windows
588,Lenovo,Notebook,15.6,12GB,Windows 10,2.2,609.0,IDEAPAD,1366 x 768,1366,768,1049088,100.45466986113651,False,True,1.8,Intel Core i7,Intel Higher,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
642,Lenovo,Ultrabook,14.0,16GB,Windows 10,1.14,2450.0,THINKPAD,1920 x 1080,1920,1080,2073600,157.3505121487356,True,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Intel HD Graphics,Intel HD,Intel,Windows
980,Dell,2 in 1 Convertible,15.6,12GB,Windows 10,2.19,1299.0,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,True,True,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Intel HD Graphics,Intel HD,Intel,Windows
669,Acer,Notebook,15.6,4GB,Linux,2.1,412.0,ASPIRE,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.0,Intel Core i3,Intel Core i3,Intel,SSD,0,0,0,128,128,Intel HD Graphics,Intel HD,Intel,Linux
54,Acer,Notebook,15.6,4GB,Windows 10,2.4,384.0,ASPIRE,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.4,Intel Core i3,Intel Core i3,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
740,Dell,Notebook,15.6,8GB,Windows 10,2.0,1207.0,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.7,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,128,1128,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
621,Lenovo,Notebook,14.0,8GB,Windows 7,1.65,1465.0,THINKPAD,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.3,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
1194,Dell,2 in 1 Convertible,13.3,8GB,Windows 10,1.6,1199.0,INSPIRON,1920 x 1080,1920,1080,2073600,165.6321180513006,True,True,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
487,Dell,Notebook,15.6,16GB,Windows 10,2.06,1899.0,XPS,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
1093,Dell,Ultrabook,13.3,4GB,Windows 10,1.4,818.35,INSPIRON,1920 x 1080,1920,1080,2073600,165.6321180513006,True,False,1.6,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,AMD Radeon,AMD Radeon,AMD,Windows
471,HP,Notebook,15.6,8GB,Windows 10,1.9,1154.0,ZBOOK,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,Intel Core i5,Intel Core i5,Intel,HDD,500,0,0,0,500,AMD FirePro,AMD FirePro,AMD,Windows
1182,Dell,Notebook,15.6,8GB,Linux,1.98,895.01,VOSTRO,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Nvidia GeForce,Nvidia GeForce,Nvidia,Linux
768,Samsung,Ultrabook,13.3,8GB,Windows 10,1.31,1599.0,NOTEBOOK,1920 x 1080,1920,1080,2073600,165.6321180513006,False,True,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
495,Lenovo,Ultrabook,12.5,8GB,Windows 10,1.3,1099.0,THINKPAD,1366 x 768,1366,768,1049088,125.36742798669837,True,False,2.3,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,180,180,Intel HD Graphics,Intel HD,Intel,Windows
47,Asus,Gaming,17.3,8GB,Windows 10,3.2,1299.0,ROG,1920 x 1080,1920,1080,2073600,127.33567457123111,False,False,3.0,AMD Ryzen,AMD Ryzen,AMD,Hybrid,1000,0,0,256,1256,AMD Radeon RX,AMD Radeon,AMD,Windows
746,Samsung,Ultrabook,13.3,16GB,Windows 10,0.81,1649.0,NOTEBOOK,1920 x 1080,1920,1080,2073600,165.6321180513006,False,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
80,Dell,Ultrabook,15.6,8GB,Windows 10,1.88,1096.16,LATITUDE,1920 x 1080,1920,1080,2073600,141.21199808219862,True,False,1.6,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel UHD Graphics,Intel UHD,Intel,Windows
764,Dell,Notebook,13.3,4GB,Windows 10,1.65,849.0,LATITUDE,1366 x 768,1366,768,1049088,117.82653006268643,False,False,2.0,Intel Core i3,Intel Core i3,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
554,HP,Notebook,17.3,8GB,Windows 10,2.63,1280.0,PROBOOK,1920 x 1080,1920,1080,2073600,127.33567457123111,False,False,2.7,Intel Core i7,Intel Higher,Intel,HDD,1000,0,0,0,1000,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
1221,MSI,Gaming,15.6,8GB,Windows 10,2.2,1476.11,LEOPARD,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.6,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,128,1128,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
278,Lenovo,Notebook,17.3,4GB,Windows 10,2.8,489.0,IDEAPAD,1600 x 900,1600,900,1440000,106.11306214269258,False,False,2.0,Intel Core i3,Intel Core i3,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
1073,HP,Notebook,13.3,8GB,Windows 10,1.49,1090.0,PROBOOK,1920 x 1080,1920,1080,2073600,165.6321180513006,False,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
1146,HP,Ultrabook,12.5,8GB,Windows 7,1.26,2296.95,ELITEBOOK,1920 x 1080,1920,1080,2073600,176.23257360658386,False,False,2.5,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
366,Dell,Notebook,17.3,8GB,Windows 10,2.8,1085.0,INSPIRON,1920 x 1080,1920,1080,2073600,127.33567457123111,False,False,1.6,Intel Core i5,Intel Core i5,Intel,Hybrid,1000,0,0,128,1128,AMD Radeon,AMD Radeon,AMD,Windows
618,MSI,Gaming,15.6,16GB,Windows 10,2.94,2267.86,DOMINATOR,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,256,1256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
1028,Dell,Ultrabook,13.3,8GB,Windows 10,1.29,1624.0,XPS,3200 x 1800,3200,1800,5760000,276.053530085501,False,True,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
875,Dell,Ultrabook,12.5,8GB,Windows 10,1.6,1690.0,LATITUDE,1920 x 1080,1920,1080,2073600,176.23257360658386,False,False,2.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
206,Dell,Notebook,15.6,6GB,Windows 10,2.3,439.0,INSPIRON,1366 x 768,1366,768,1049088,100.45466986113651,False,True,2.4,Intel Core i3,Intel Core i3,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
79,HP,Notebook,17.3,8GB,Windows 10,2.5,977.0,PROBOOK,1920 x 1080,1920,1080,2073600,127.33567457123111,False,False,1.6,Intel Core i5,Intel Core i5,Intel,Hybrid,1000,0,0,128,1128,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
190,Lenovo,2 in 1 Convertible,14.0,16GB,Windows 10,1.42,2824.0,THINKPAD,2560 x 1440,2560,1440,3686400,209.8006828649808,False,True,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,1000,1000,Intel HD Graphics,Intel HD,Intel,Windows
492,Asus,Gaming,15.6,8GB,Windows 10,1.99,1350.0,VIVOBOOK,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,128,1128,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
145,Asus,Ultrabook,14.0,8GB,Windows 10,1.25,1099.0,ZENBOOK,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,1.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel UHD Graphics,Intel UHD,Intel,Windows
318,HP,Notebook,14.0,8GB,Windows 10,1.95,980.0,PROBOOK,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
969,Lenovo,Notebook,15.6,6GB,Windows 10,2.4,695.0,IDEAPAD,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Nvidia GeForce,Nvidia GeForce,Nvidia,Windows
457,Microsoft,Ultrabook,13.5,4GB,Windows 10 S,1.252,989.0,SURFACE,2256 x 1504,2256,1504,3393024,200.84255993695703,False,True,2.2,Intel Core M,Intel Higher,Intel,SSD,0,0,0,128,128,Intel HD Graphics,Intel HD,Intel,Windows
144,HP,Notebook,15.6,4GB,Windows 10,1.86,369.0,255,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.5,AMD A6-Series,AMD,AMD,SSD,0,0,0,256,256,AMD Radeon R4,AMD Radeon,AMD,Windows
930,Lenovo,Notebook,15.6,4GB,Windows 10,2.2,309.0,IDEAPAD,1366 x 768,1366,768,1049088,100.45466986113651,False,False,1.1,Intel Pentium Quad Core,Intel Other,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
597,Lenovo,Notebook,14.0,8GB,Windows 10,1.7,1474.0,THINKPAD,1920 x 1080,1920,1080,2073600,157.3505121487356,True,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
541,Dell,Notebook,14.0,4GB,Windows 10,1.6,735.87,VOSTRO,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.0,Intel Core i3,Intel Core i3,Intel,SSD,0,0,0,128,128,Intel HD Graphics,Intel HD,Intel,Windows
1046,HP,Notebook,14.0,8GB,Windows 7,1.43,1469.0,ELITEBOOK,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.3,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
1262,Dell,Notebook,15.6,6GB,Windows 10,2.3,459.0,INSPIRON,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.4,Intel Core i3,Intel Core i3,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
83,Lenovo,Notebook,15.6,4GB,Windows 10,2.2,399.0,IDEAPAD,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,AMD A6-Series,AMD,AMD,SSD,0,0,0,128,128,AMD Radeon R4,AMD Radeon,AMD,Windows
154,HP,Ultrabook,14.0,4GB,Windows 10,1.48,1082.0,ELITEBOOK,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.7,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
793,Lenovo,2 in 1 Convertible,15.6,8GB,Windows 10,2.08,959.0,YOGA,1920 x 1080,1920,1080,2073600,141.21199808219862,False,True,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,AMD Radeon R7,AMD Radeon,AMD,Windows
1014,HP,Notebook,13.3,4GB,Windows 10,1.49,800.0,PROBOOK,1366 x 768,1366,768,1049088,117.82653006268643,False,False,2.4,Intel Core i3,Intel Core i3,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
589,Asus,Gaming,17.3,8GB,Windows 10,2.73,1770.0,ROG,1920 x 1080,1920,1080,2073600,127.33567457123111,True,False,2.5,Intel Core i5,Intel Core i5,Intel,Hybrid,1000,0,0,128,1128,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
127,Asus,Notebook,14.0,4GB,Windows 10 S,1.65,277.99,VIVOBOOK,1366 x 768,1366,768,1049088,111.93520355955211,False,False,1.5,AMD E-Series,AMD,AMD,SSD,0,0,0,64,64,AMD Radeon R2,AMD Radeon,AMD,Windows
553,HP,Notebook,17.3,8GB,Windows 10,2.65,544.15,PAVILION,1600 x 900,1600,900,1440000,106.11306214269258,False,False,2.0,Intel Core i3,Intel Core i3,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
403,Acer,Notebook,15.6,8GB,Linux,2.5,879.0,ASPIRE,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Linux
150,Dell,Gaming,15.6,16GB,Windows 10,2.56,1249.26,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
703,Lenovo,Notebook,15.6,4GB,Windows 10,2.1,621.45,IDEAPAD,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,Intel Core i5,Intel Core i5,Intel,HDD,2000,0,0,0,2000,Intel HD Graphics,Intel HD,Intel,Windows
413,Acer,2 in 1 Convertible,13.3,8GB,Windows 10,1.6,789.01,ASPIRE,1920 x 1080,1920,1080,2073600,165.6321180513006,True,True,2.5,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
704,Lenovo,Notebook,15.6,4GB,No OS,1.9,450.0,IDEAPAD,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.0,Intel Core i3,Intel Core i3,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,No OS
783,Lenovo,Notebook,15.6,8GB,No OS,2.2,329.0,IDEAPAD,1366 x 768,1366,768,1049088,100.45466986113651,False,False,1.6,Intel Celeron Quad Core,Intel Other,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,No OS
943,Toshiba,Notebook,15.6,8GB,Windows 10,2.2,1119.0,TECRA,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.3,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
665,Toshiba,Notebook,15.6,4GB,Windows 10,2.1,498.0,SATELLITE,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.1,Intel Core i3,Intel Core i3,Intel,SSD,0,0,0,128,128,Intel HD Graphics,Intel HD,Intel,Windows
1235,HP,Notebook,15.6,4GB,Windows 10,2.1,478.0,PAVILION,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.0,Intel Core i3,Intel Core i3,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Windows
921,HP,Ultrabook,15.6,8GB,Windows 10,1.84,1296.99,ELITEBOOK,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.5,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,AMD Radeon R7,AMD Radeon,AMD,Windows
352,MSI,Gaming,17.3,8GB,Windows 10,2.7,1409.0,LEOPARD,1920 x 1080,1920,1080,2073600,127.33567457123111,False,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,128,1128,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
95,Acer,2 in 1 Convertible,13.3,8GB,Windows 10,1.5,847.0,SPIN,1920 x 1080,1920,1080,2073600,165.6321180513006,True,True,1.6,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel UHD Graphics,Intel UHD,Intel,Windows
37,Dell,Notebook,17.3,8GB,Windows 10,2.8,979.0,INSPIRON,1920 x 1080,1920,1080,2073600,127.33567457123111,True,False,1.6,Intel Core i5,Intel Core i5,Intel,Hybrid,1000,0,0,128,1128,AMD Radeon,AMD Radeon,AMD,Windows
485,Lenovo,Notebook,14.0,8GB,Windows 10,1.75,1049.0,THINKPAD,1920 x 1080,1920,1080,2073600,157.3505121487356,True,False,1.6,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel UHD Graphics,Intel UHD,Intel,Windows
143,Toshiba,Notebook,15.6,4GB,Windows 10,2.1,602.0,SATELLITE,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.3,Intel Core i5,Intel Core i5,Intel,HDD,500,0,0,0,500,Intel HD Graphics,Intel HD,Intel,Windows
970,Dell,2 in 1 Convertible,13.3,16GB,Windows 10,1.22,1899.0,XPS,3200 x 1800,3200,1800,5760000,276.053530085501,False,True,1.3,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,512,512,Intel HD Graphics,Intel HD,Intel,Windows
158,Dell,2 in 1 Convertible,15.6,8GB,Windows 10,1.56,1049.0,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,False,True,1.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel UHD Graphics,Intel UHD,Intel,Windows
552,Dell,Gaming,17.3,16GB,Windows 10,4.42,2699.0,ALIENWARE,1920 x 1080,1920,1080,2073600,127.33567457123111,True,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,256,1256,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
780,Dell,Gaming,17.3,32GB,Windows 10,4.42,3588.8,ALIENWARE,1920 x 1080,1920,1080,2073600,127.33567457123111,True,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,1000,2000,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
857,HP,2 in 1 Convertible,13.3,8GB,Windows 10,1.28,2559.0,ELITEBOOK,1920 x 1080,1920,1080,2073600,165.6321180513006,False,True,2.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
587,Lenovo,Ultrabook,14.0,12GB,Windows 10,1.4,1673.0,THINKPAD,1920 x 1080,1920,1080,2073600,157.3505121487356,True,False,2.6,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
236,Acer,Notebook,15.6,4GB,Linux,2.1,390.0,ASPIRE,1366 x 768,1366,768,1049088,100.45466986113651,False,False,2.0,Intel Core i3,Intel Core i3,Intel,HDD,1000,0,0,0,1000,Intel HD Graphics,Intel HD,Intel,Linux
222,Toshiba,Ultrabook,13.3,8GB,Windows 10,1.2,1363.0,PORTEGE,1920 x 1080,1920,1080,2073600,165.6321180513006,False,False,2.5,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
1148,HP,Notebook,15.6,8GB,Windows 7,1.88,1579.0,ELITEBOOK,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.3,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
1162,HP,Gaming,15.6,8GB,Windows 10,2.62,899.0,PAVILION,1920 x 1080,1920,1080,2073600,141.21199808219862,True,False,2.8,Intel Core i7,Intel Higher,Intel,HDD,1000,0,0,0,1000,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
744,Lenovo,Workstation,15.6,16GB,Windows 10,2.5,3299.0,THINKPAD,3840 x 2160,3840,2160,8294400,282.42399616439724,True,False,2.8,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,1000,1000,Nvidia Quadro,Nvidia Quadro,Nvidia,Windows
938,Dell,Ultrabook,14.0,8GB,Windows 10,1.36,1639.0,LATITUDE,1920 x 1080,1920,1080,2073600,157.3505121487356,False,False,2.5,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
955,Dell,Gaming,17.3,16GB,Windows 10,4.36,3154.0,ALIENWARE,3840 x 2160,3840,2160,8294400,254.67134914246222,True,False,2.8,Intel Core i7,Intel Higher,Intel,Hybrid,1000,0,0,512,1512,Nvidia GeForce GTX,Nvidia GeForce,Nvidia,Windows
62,Lenovo,Notebook,14.0,8GB,No OS,1.7,599.0,IDEAPAD,1920 x 1080,1920,1080,2073600,157.3505121487356,True,False,2.7,Intel Core i3,Intel Core i3,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,No OS
193,Lenovo,Notebook,17.3,8GB,No OS,2.8,698.0,IDEAPAD,1600 x 900,1600,900,1440000,106.11306214269258,False,False,1.6,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Nvidia GeForce,Nvidia GeForce,Nvidia,No OS
235,Dell,Notebook,15.6,16GB,Linux,2.36,899.0,INSPIRON,1920 x 1080,1920,1080,2073600,141.21199808219862,False,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,AMD Radeon R7,AMD Radeon,AMD,Linux
181,Dell,Ultrabook,13.3,8GB,Windows 10,1.23,1399.0,XPS,1920 x 1080,1920,1080,2073600,165.6321180513006,False,False,1.6,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel UHD Graphics,Intel UHD,Intel,Windows
1188,Dell,Ultrabook,13.3,8GB,Linux,1.23,1099.0,XPS,3200 x 1800,3200,1800,5760000,276.053530085501,False,True,2.4,Intel Core i5,Intel Core i5,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Linux
521,HP,Ultrabook,13.3,8GB,Windows 10,1.32,1399.0,SPECTRE,1920 x 1080,1920,1080,2073600,165.6321180513006,True,False,2.7,Intel Core i7,Intel Higher,Intel,SSD,0,0,0,256,256,Intel HD Graphics,Intel HD,Intel,Windows
